Filename,TruckRoute,TruckTime,DroneTimes,MaxTotalTime
20140813T111729,"0 2 1 5 3 8 9 6 4 0",114.03,"39.4503",114.03
20140813T111731,"0 9 4 10 8 5 3 7 1 0",114.613,"22.7009",114.613
20140813T111733,"0 4 7 6 5 2 1 10 0",107.899,"45.6464",107.899
20140813T111735,"0 5 2 8 6 10 7 0",77.8939,"59.5668",77.8939
20140813T111737,"0 10 5 8 3 9 6 0",87.9522,"70.5548",87.9522
20140813T111740,"0 8 3 10 7 9 1 6 0",92.0017,"53.1253",92.0017
20140813T111742,"0 3 9 5 4 8 2 10 0",86.7784,"67.976",86.7784
20140813T111744,"0 2 8 5 1 7 6 0",96.7862,"82.9516",96.7862
20140813T111746,"0 7 4 6 10 9 5 2 0",88.0384,"41.0151",88.0384
20140813T111748,"0 2 5 6 9 8 10 1 0",115.198,"40.2864",115.198
20140813T111750,"0 3 7 9 6 4 8 2 0",132.643,"52.0414",132.643
20140813T111752,"0 3 1 6 10 4 8 7 0",166.935,"59.8616",166.935
20140813T111754,"0 4 5 9 8 7 3 1 10 0",146.536,"27.1778",146.536
20140813T111756,"0 2 9 1 10 4 8 6 0",145.419,"47.4504",145.419
20140813T111758,"0 3 4 1 9 7 8 0",133.301,"58.0976",133.301
20140813T111801,"0 3 8 10 6 2 4 7 0",135.692,"49.9486",135.692
20140813T111803,"0 5 9 2 3 8 7 1 10 0",135.204,"28.3311",135.204
20140813T111805,"0 9 4 8 3 6 5 10 1 0",123.425,"51.4674",123.425
20140813T111807,"0 4 3 8 5 10 2 0",133.745,"96.9773",133.745
20140813T111809,"0 5 4 9 8 6 1 0",171.645,"72.5192",171.645
20140813T111811,"0 2 7 3 1 4 0",139.508,"110.258",139.508
20140813T111813,"0 10 3 7 2 1 5 0",102.202,"95.5147",102.202
20140813T111815,"0 8 10 3 9 6 7 2 0",96.9718,"83.8735",96.9718
20140813T111817,"0 10 7 4 5 8 9 1 0",98.7301,"77.3101",98.7301
20140813T111820,"0 10 8 6 3 9 7 5 2 0",104.173,"51.8177",104.173
20140813T111822,"0 6 7 3 2 8 10 0",122.682,"104.508",122.682
20140813T111824,"0 7 3 6 10 9 2 8 0",96.3013,"77.4776",96.3013
20140813T111826,"0 7 6 5 9 3 1 0",106.067,"101.15",106.067
20140813T111828,"0 10 4 8 5 7 2 0",100.849,"75.9921",100.849
20140813T111830,"0 7 6 3 4 9 5 2 0",86.5597,"73.261",86.5597
20140813T111832,"0 6 3 2 1 9 7 4 0",78.0828,"42.2567",78.0828
20140813T111834,"0 6 9 3 2 8 5 0",59.4703,"51.6112",59.4703
20140813T111836,"0 3 10 5 6 8 4 9 2 0",75.3911,"45.6089",75.3911
20140813T111838,"0 4 10 8 5 3 6 7 2 0",71.1146,"48.4997",71.1146
20140813T111841,"0 5 8 9 2 10 6 0",78.2305,"64.9757",78.2305
20140813T111843,"0 9 6 3 10 2 0",92.6969,"87.6426",92.6969
20140813T111845,"0 3 7 8 4 5 9 2 0",64.705,"71.7172",71.7172
20140813T111847,"0 7 9 8 2 1 4 6 0",63.3876,"61.7549",63.3876
20140813T111849,"0 5 6 3 2 8 9 0",67.6733,"53.2147",67.6733
20140813T111851,"0 10 5 9 7 3 1 6 0",63.5027,"50.5674",63.5027
20140813T111853,"0 3 2 7 9 5 8 6 4 0",119.952,"34.7947",119.952
20140813T111855,"0 2 8 1 6 7 3 0",123.517,"69.2289",123.517
20140813T111857,"0 3 7 9 6 5 2 0",90.1893,"57.6804",90.1893
20140813T111859,"0 4 8 3 6 7 2 5 0",125.914,"38.8009",125.914
20140813T111902,"0 8 3 6 10 9 2 0",125.991,"68.2785",125.991
20140813T111904,"0 10 9 6 4 1 0",123.269,"105.834",123.269
20140813T111906,"0 4 7 3 2 10 0",93.1399,"80.5355",93.1399
20140813T111908,"0 8 10 7 9 5 3 2 0",92.4981,"58.7775",92.4981
20140813T111910,"0 3 6 9 5 4 10 1 0",112.425,"54.468",112.425
20140813T111912,"0 7 6 9 5 10 1 0",127.734,"62.7974",127.734
20140813T111914,"0 10 4 7 3 5 2 9 0",83.9939,"73.1882",83.9939
20140813T111916,"0 8 3 9 7 10 2 4 0",92.753,"70.2627",92.753
20140813T111918,"0 4 5 3 8 10 9 2 0",94.8941,"81.4669",94.8941
20140813T111920,"0 10 9 6 4 3 2 7 0",84.3717,"80.7109",84.3717
20140813T111922,"0 5 8 9 4 2 7 0",77.8307,"78.2033",78.2033
20140813T111925,"0 9 6 10 8 5 3 2 0",110.538,"78.8566",110.538
20140813T111927,"0 10 8 3 6 9 2 0",95.8414,"82.7581",95.8414
20140813T111929,"0 7 8 3 2 10 4 9 5 0",84.2753,"54.2837",84.2753
20140813T111931,"0 4 5 2 7 6 8 0",90.1639,"85.092",90.1639
20140813T111933,"0 3 8 9 6 10 2 5 4 0",56.202,"55.795",56.202
20140813T111935,"0 9 10 7 8 5 3 2 0",51.4671,"50.6122",51.4671
20140813T111937,"0 8 10 6 3 2 7 9 0",61.1275,"52.0786",61.1275
20140813T111939,"0 10 8 5 7 2 6 0",59.2101,"53.4835",59.2101
20140813T111941,"0 7 6 3 10 8 2 0",56.4238,"55.7169",56.4238
20140813T111943,"0 4 2 9 10 7 5 8 0",61.7673,"54.1898",61.7673
20140813T111945,"0 4 8 6 3 7 2 0",48.7401,"50.9792",50.9792
20140813T111948,"0 4 10 2 7 5 9 0",73.7055,"63.8584",73.7055
20140813T111950,"0 3 2 7 4 10 0",70.4426,"69.6021",70.4426
20140813T111952,"0 6 9 5 4 2 0",69.8694,"54.726",69.8694
20140813T111954,"0 10 3 9 2 8 7 0",56.7837,"39.24",56.7837
20140813T111956,"0 3 9 8 6 5 4 2 0",86.3378,"74.2724",86.3378
20140813T111959,"0 10 3 8 2 7 5 0",75.1786,"72.73",75.1786
20140813T112001,"0 4 7 9 10 3 5 2 0",89.0134,"66.0801",89.0134
20140813T112003,"0 7 8 3 10 4 2 0",78.1897,"64.3642",78.1897
20140813T112005,"0 3 7 6 4 10 1 9 0",61.7995,"54.4651",61.7995
20140813T112007,"0 3 8 4 1 9 6 0",116.424,"74.0299",116.424
20140813T112010,"0 3 8 4 7 2 0",97.0434,"93.8491",97.0434
20140813T112012,"0 4 5 9 8 7 1 10 0",64.1614,"50.3824",64.1614
20140813T112014,"0 7 10 9 8 4 1 0",68.4416,"54.9716",68.4416
20140813T112016,"0 7 8 3 2 10 5 9 4 0",48.2326,"42.6065",48.2326
